'sample interval','ECG1','ECG2'
2285004,-0.105,-0.395
2285005,-0.085,-0.440
2285006,-0.095,-0.450
2285007,-0.085,-0.465
2285008,-0.120,-0.435
2285009,-0.155,-0.425
2285010,-0.155,-0.445
2285011,-0.120,-0.480
2285012,-0.115,-0.470
2285013,-0.100,-0.445
2285014,-0.085,-0.430
2285015,-0.100,-0.410
2285016,-0.120,-0.435
2285017,-0.090,-0.430
2285018,-0.065,-0.430
2285019,-0.060,-0.435
2285020,-0.045,-0.450
2285021,-0.055,-0.455
2285022,-0.020,-0.460
2285023,-0.035,-0.440
2285024,-0.105,-0.460
2285025,-0.140,-0.450
2285026,-0.130,-0.455
2285027,-0.160,-0.430
2285028,-0.160,-0.400
2285029,-0.135,-0.395
2285030,-0.155,-0.405
2285031,-0.140,-0.405
2285032,-0.160,-0.365
2285033,-0.155,-0.385
2285034,-0.155,-0.385
2285035,-0.155,-0.390
2285036,-0.120,-0.385
2285037,-0.135,-0.385
2285038,-0.120,-0.385
2285039,-0.130,-0.375
2285040,-0.135,-0.345
2285041,-0.125,-0.325
2285042,-0.120,-0.335
2285043,-0.115,-0.275
2285044,-0.115,-0.115
2285045,-0.050,0.105
2285046,0.030,0.455
2285047,0.075,0.750
2285048,-0.050,0.930
2285049,-0.370,1.095
2285050,-0.890,1.285
2285051,-1.600,1.450
2285052,-2.155,1.550
2285053,-2.595,1.540
2285054,-2.835,1.480
2285055,-2.830,1.435
2285056,-2.740,1.305
2285057,-2.540,1.195
2285058,-2.440,1.090
2285059,-2.330,0.945
2285060,-2.170,0.835
2285061,-1.985,0.795
2285062,-1.840,0.780
2285063,-1.710,0.760
2285064,-1.590,0.680
2285065,-1.425,0.400
2285066,-1.310,-0.080
2285067,-1.235,-0.515
2285068,-1.145,-0.720
2285069,-1.000,-0.810
2285070,-0.840,-0.815
2285071,-0.705,-0.780
2285072,-0.530,-0.760
2285073,-0.345,-0.745
2285074,-0.155,-0.675
2285075,0.005,-0.630
2285076,0.140,-0.640
2285077,0.250,-0.605
2285078,0.350,-0.550
2285079,0.415,-0.520
2285080,0.465,-0.540
2285081,0.515,-0.530
2285082,0.535,-0.565
2285083,0.515,-0.595
2285084,0.475,-0.610
2285085,0.455,-0.580
2285086,0.390,-0.565
2285087,0.375,-0.565
2285088,0.415,-0.595
2285089,0.420,-0.590
2285090,0.425,-0.550
2285091,0.415,-0.535
2285092,0.395,-0.530
2285093,0.380,-0.520
2285094,0.420,-0.520
2285095,0.470,-0.505
2285096,0.500,-0.540
2285097,0.535,-0.520
2285098,0.580,-0.520
2285099,0.625,-0.525
2285100,0.670,-0.540
2285101,0.690,-0.545
2285102,0.715,-0.510
2285103,0.755,-0.525
2285104,0.775,-0.545
2285105,0.810,-0.530
2285106,0.845,-0.510
2285107,0.865,-0.515
2285108,0.895,-0.520
2285109,0.885,-0.525
2285110,0.900,-0.495
2285111,0.895,-0.460
2285112,0.865,-0.460
2285113,0.860,-0.460
2285114,0.855,-0.385
2285115,0.810,-0.320
2285116,0.775,-0.305
2285117,0.740,-0.290
2285118,0.685,-0.300
2285119,0.655,-0.300
2285120,0.595,-0.320
2285121,0.525,-0.340
2285122,0.460,-0.340
2285123,0.425,-0.330
2285124,0.385,-0.330
2285125,0.300,-0.365
2285126,0.205,-0.365
2285127,0.135,-0.360
2285128,0.095,-0.390
2285129,0.040,-0.360
2285130,0.000,-0.385
2285131,0.005,-0.380
2285132,0.000,-0.345
2285133,-0.015,-0.365
2285134,-0.010,-0.375
2285135,-0.025,-0.385
2285136,-0.025,-0.420
2285137,-0.010,-0.440
2285138,-0.015,-0.420
2285139,-0.050,-0.420
2285140,-0.040,-0.435
2285141,-0.025,-0.475
2285142,-0.010,-0.445
2285143,-0.010,-0.465
2285144,-0.015,-0.455
2285145,0.000,-0.450
2285146,0.020,-0.470
2285147,0.020,-0.445
2285148,0.020,-0.450
2285149,0.030,-0.455
2285150,0.030,-0.460
2285151,0.050,-0.470
2285152,0.080,-0.470
2285153,0.085,-0.480
2285154,0.090,-0.545
2285155,0.105,-0.555
2285156,0.065,-0.520
2285157,0.060,-0.515
2285158,0.035,-0.535
2285159,0.045,-0.480
2285160,0.085,-0.415
2285161,0.120,-0.275
2285162,0.135,-0.025
2285163,0.170,0.250
2285164,0.245,0.555
2285165,0.180,0.735
2285166,-0.060,0.875
2285167,-0.480,1.045
2285168,-1.145,1.220
2285169,-1.780,1.350
2285170,-2.310,1.400
2285171,-2.645,1.325
2285172,-2.680,1.230
2285173,-2.545,1.095
2285174,-2.340,1.005
2285175,-2.215,0.885
2285176,-2.100,0.685
2285177,-1.920,0.570
2285178,-1.765,0.505
2285179,-1.630,0.475
2285180,-1.515,0.430
2285181,-1.395,0.225
2285182,-1.285,-0.180
2285183,-1.170,-0.615
2285184,-1.110,-0.845
2285185,-1.000,-0.905
2285186,-0.825,-0.895
2285187,-0.650,-0.800
2285188,-0.465,-0.730
2285189,-0.245,-0.680
2285190,-0.060,-0.665
2285191,0.090,-0.670
2285192,0.245,-0.705
2285193,0.355,-0.695
2285194,0.405,-0.675
2285195,0.430,-0.675
2285196,0.470,-0.670
2285197,0.520,-0.650
2285198,0.575,-0.630
2285199,0.595,-0.625
2285200,0.630,-0.580
2285201,0.645,-0.570
2285202,0.675,-0.580
2285203,0.700,-0.590
2285204,0.700,-0.580
2285205,0.750,-0.585
2285206,0.765,-0.580
2285207,0.780,-0.580
2285208,0.775,-0.560
2285209,0.755,-0.560
2285210,0.770,-0.595
2285211,0.780,-0.610
2285212,0.800,-0.610
2285213,0.790,-0.585
2285214,0.820,-0.605
2285215,0.810,-0.600
2285216,0.825,-0.625
2285217,0.850,-0.620
2285218,0.850,-0.625
2285219,0.850,-0.620
2285220,0.890,-0.600
2285221,0.905,-0.565
2285222,0.935,-0.585
2285223,0.915,-0.550
2285224,0.940,-0.545
2285225,0.975,-0.465
2285226,0.985,-0.460
2285227,0.955,-0.475
2285228,0.960,-0.470
2285229,0.935,-0.425
2285230,0.895,-0.380
2285231,0.860,-0.375
2285232,0.810,-0.320
2285233,0.815,-0.295
2285234,0.800,-0.290
2285235,0.725,-0.285
2285236,0.710,-0.265
2285237,0.695,-0.240
2285238,0.675,-0.240
2285239,0.650,-0.250
2285240,0.640,-0.290
2285241,0.610,-0.310
2285242,0.590,-0.325
2285243,0.550,-0.350
2285244,0.535,-0.365
2285245,0.500,-0.375
2285246,0.455,-0.380
2285247,0.445,-0.420
2285248,0.410,-0.425
2285249,0.395,-0.410
2285250,0.380,-0.410
2285251,0.360,-0.435
2285252,0.350,-0.445
2285253,0.365,-0.440
2285254,0.380,-0.425
2285255,0.340,-0.430
2285256,0.330,-0.465
2285257,0.295,-0.450
2285258,0.300,-0.465
2285259,0.285,-0.430
2285260,0.330,-0.430
2285261,0.340,-0.455
2285262,0.340,-0.475
2285263,0.375,-0.505
2285264,0.380,-0.535
2285265,0.370,-0.560
2285266,0.340,-0.540
2285267,0.305,-0.545
2285268,0.285,-0.585
2285269,0.330,-0.565
2285270,0.320,-0.515
2285271,0.345,-0.520
2285272,0.360,-0.525
2285273,0.365,-0.520
2285274,0.400,-0.490
2285275,0.360,-0.490
2285276,0.350,-0.495
2285277,0.360,-0.480
2285278,0.380,-0.445
2285279,0.410,-0.420
2285280,0.395,-0.420
2285281,0.420,-0.400
2285282,0.425,-0.400
2285283,0.455,-0.375
2285284,0.470,-0.345
2285285,0.485,-0.350
2285286,0.495,-0.355
2285287,0.510,-0.365
2285288,0.480,-0.345
2285289,0.435,-0.355
2285290,0.390,-0.360
2285291,0.375,-0.370
2285292,0.335,-0.355
2285293,0.330,-0.365
2285294,0.340,-0.340
2285295,0.315,-0.320
2285296,0.315,-0.325
2285297,0.310,-0.335
2285298,0.335,-0.350
2285299,0.345,-0.350
2285300,0.335,-0.370
2285301,0.320,-0.415
2285302,0.335,-0.415
2285303,0.310,-0.405
2285304,0.290,-0.415
2285305,0.280,-0.405
2285306,0.270,-0.405
2285307,0.280,-0.405
2285308,0.290,-0.410
2285309,0.315,-0.435
2285310,0.320,-0.420
2285311,0.305,-0.420
2285312,0.295,-0.410
2285313,0.305,-0.435
2285314,0.315,-0.450
2285315,0.330,-0.450
2285316,0.325,-0.430
2285317,0.325,-0.455
2285318,0.310,-0.450
2285319,0.305,-0.440
2285320,0.305,-0.425
2285321,0.315,-0.415
2285322,0.310,-0.420
2285323,0.300,-0.395
2285324,0.325,-0.375
2285325,0.330,-0.370
2285326,0.340,-0.370
2285327,0.335,-0.390
2285328,0.325,-0.365
2285329,0.310,-0.360
2285330,0.335,-0.365
2285331,0.340,-0.375
2285332,0.345,-0.345
2285333,0.375,-0.320
2285334,0.380,-0.315
2285335,0.370,-0.330
2285336,0.370,-0.315
2285337,0.405,-0.330
2285338,0.395,-0.380
2285339,0.370,-0.390
2285340,0.355,-0.400
2285341,0.320,-0.370
2285342,0.310,-0.380
2285343,0.315,-0.400
2285344,0.350,-0.380
2285345,0.350,-0.390
2285346,0.340,-0.415
2285347,0.340,-0.385
2285348,0.325,-0.400
2285349,0.325,-0.380
2285350,0.340,-0.390
2285351,0.345,-0.405
2285352,0.360,-0.405
2285353,0.365,-0.405
2285354,0.365,-0.375
2285355,0.355,-0.400
2285356,0.350,-0.365
2285357,0.380,-0.295
2285358,0.380,-0.160
2285359,0.410,0.045
2285360,0.485,0.335
2285361,0.575,0.685
2285362,0.510,0.900
2285363,0.215,1.070
2285364,-0.245,1.275
2285365,-0.915,1.520
2285366,-1.535,1.715
2285367,-2.060,1.800
2285368,-2.435,1.820
2285369,-2.460,1.780
2285370,-2.320,1.720
2285371,-2.140,1.610
2285372,-1.955,1.485
2285373,-1.850,1.370
2285374,-1.710,1.230
2285375,-1.485,1.110
2285376,-1.355,1.050
2285377,-1.230,1.040
2285378,-1.090,1.055
2285379,-0.965,0.860
2285380,-0.855,0.350
2285381,-0.745,-0.185
2285382,-0.590,-0.570
2285383,-0.445,-0.780
2285384,-0.315,-0.830
2285385,-0.140,-0.815
2285386,-0.010,-0.730
2285387,0.155,-0.690
2285388,0.290,-0.650
2285389,0.415,-0.620
2285390,0.580,-0.635
2285391,0.670,-0.615
2285392,0.735,-0.635
2285393,0.795,-0.655
2285394,0.810,-0.650
2285395,0.820,-0.640
2285396,0.855,-0.650
2285397,0.880,-0.620
2285398,0.885,-0.605
2285399,0.920,-0.615
2285400,0.930,-0.615
2285401,0.935,-0.610
2285402,0.965,-0.585
2285403,0.985,-0.565
2285404,0.985,-0.555
2285405,1.015,-0.550
2285406,1.015,-0.530
2285407,1.020,-0.500
2285408,1.075,-0.505
2285409,1.115,-0.490
2285410,1.135,-0.475
2285411,1.155,-0.450
2285412,1.200,-0.445
2285413,1.235,-0.520
2285414,1.270,-0.550
2285415,1.315,-0.525
2285416,1.325,-0.500
2285417,1.355,-0.510
2285418,1.365,-0.535
2285419,1.425,-0.530
2285420,1.480,-0.530
2285421,1.490,-0.530
2285422,1.490,-0.570
2285423,1.480,-0.540
2285424,1.505,-0.515
2285425,1.525,-0.535
2285426,1.535,-0.535
2285427,1.515,-0.525
2285428,1.505,-0.500
2285429,1.500,-0.475
2285430,1.470,-0.450
2285431,1.445,-0.410
2285432,1.410,-0.385
2285433,1.395,-0.330
2285434,1.355,-0.305
2285435,1.325,-0.255
2285436,1.315,-0.255
2285437,1.275,-0.240
2285438,1.235,-0.280
2285439,1.150,-0.270
2285440,1.050,-0.280
2285441,0.935,-0.275
2285442,0.835,-0.300
2285443,0.770,-0.290
2285444,0.705,-0.290
2285445,0.680,-0.285
2285446,0.640,-0.300
2285447,0.605,-0.325
2285448,0.590,-0.310
2285449,0.525,-0.305
2285450,0.535,-0.320
2285451,0.515,-0.390
2285452,0.520,-0.410
2285453,0.505,-0.435
2285454,0.490,-0.460
2285455,0.470,-0.440
2285456,0.470,-0.445
2285457,0.465,-0.415
2285458,0.465,-0.440
2285459,0.475,-0.455
2285460,0.480,-0.410
2285461,0.490,-0.415
2285462,0.485,-0.430
2285463,0.515,-0.430
2285464,0.525,-0.435
2285465,0.515,-0.445
2285466,0.525,-0.435
2285467,0.525,-0.440
2285468,0.540,-0.450
2285469,0.550,-0.465
2285470,0.550,-0.475
2285471,0.565,-0.475
2285472,0.575,-0.480
2285473,0.535,-0.470
2285474,0.575,-0.475
2285475,0.545,-0.455
2285476,0.550,-0.470
2285477,0.550,-0.475
2285478,0.570,-0.480
2285479,0.560,-0.445
2285480,0.565,-0.440
2285481,0.550,-0.465
2285482,0.560,-0.455
2285483,0.555,-0.410
2285484,0.570,-0.420
2285485,0.575,-0.385
2285486,0.565,-0.395
2285487,0.585,-0.375
2285488,0.610,-0.400
2285489,0.625,-0.410
2285490,0.670,-0.350
2285491,0.645,-0.185
2285492,0.645,-0.025
2285493,0.715,0.175
2285494,0.870,0.410
2285495,0.885,0.565
2285496,0.615,0.690
2285497,0.150,0.860
2285498,-0.545,1.080
2285499,-1.185,1.265
2285500,-1.715,1.365
2285501,-2.135,1.415
2285502,-2.300,1.385
2285503,-2.240,1.365
2285504,-2.105,1.280
2285505,-1.935,1.245
2285506,-1.850,1.160
2285507,-1.725,1.015
2285508,-1.555,0.900
2285509,-1.385,0.855
2285510,-1.250,0.840
2285511,-1.115,0.810
2285512,-0.970,0.650
2285513,-0.860,0.230
2285514,-0.735,-0.220
2285515,-0.630,-0.545
2285516,-0.555,-0.735
2285517,-0.420,-0.765
2285518,-0.270,-0.775
2285519,-0.105,-0.740
2285520,0.060,-0.745
2285521,0.285,-0.700
2285522,0.470,-0.665
2285523,0.635,-0.645
2285524,0.730,-0.665
2285525,0.775,-0.670
2285526,0.830,-0.710
2285527,0.865,-0.710
2285528,0.905,-0.705
2285529,0.885,-0.670
2285530,0.890,-0.650
2285531,0.920,-0.650
2285532,0.945,-0.640
2285533,0.995,-0.620
2285534,1.030,-0.605
2285535,1.030,-0.570
2285536,1.035,-0.570
2285537,1.060,-0.575
2285538,1.080,-0.555
2285539,1.115,-0.540
2285540,1.150,-0.530
2285541,1.160,-0.545
2285542,1.200,-0.520
2285543,1.220,-0.505
2285544,1.235,-0.515
2285545,1.255,-0.510
2285546,1.270,-0.500
2285547,1.300,-0.480
2285548,1.340,-0.500
2285549,1.350,-0.530
2285550,1.380,-0.495
2285551,1.385,-0.485
2285552,1.395,-0.475
2285553,1.400,-0.505
2285554,1.355,-0.490
2285555,1.360,-0.470
2285556,1.370,-0.470
2285557,1.370,-0.480
2285558,1.390,-0.445
2285559,1.385,-0.410
2285560,1.365,-0.400
2285561,1.345,-0.370
2285562,1.340,-0.340
2285563,1.335,-0.325
2285564,1.300,-0.335
2285565,1.255,-0.365
2285566,1.235,-0.365
2285567,1.165,-0.325
2285568,1.135,-0.280
2285569,1.070,-0.290
2285570,1.015,-0.310
2285571,0.995,-0.320
2285572,0.970,-0.320
2285573,0.945,-0.335
2285574,0.915,-0.330
2285575,0.850,-0.320
2285576,0.800,-0.300
2285577,0.800,-0.315
2285578,0.795,-0.350
2285579,0.740,-0.385
2285580,0.745,-0.405
2285581,0.715,-0.390
2285582,0.720,-0.420
2285583,0.670,-0.410
2285584,0.675,-0.430
2285585,0.670,-0.435
2285586,0.645,-0.455
2285587,0.650,-0.450
2285588,0.650,-0.475
2285589,0.615,-0.460
2285590,0.615,-0.470
2285591,0.585,-0.480
2285592,0.575,-0.490
2285593,0.565,-0.475
2285594,0.540,-0.485
2285595,0.485,-0.480
2285596,0.495,-0.475
2285597,0.470,-0.480
2285598,0.490,-0.465
2285599,0.465,-0.475
2285600,0.445,-0.420
2285601,0.470,-0.405
2285602,0.475,-0.420
2285603,0.500,-0.420
2285604,0.540,-0.430
2285605,0.560,-0.425
2285606,0.565,-0.425
2285607,0.565,-0.420
2285608,0.590,-0.400
2285609,0.620,-0.400
2285610,0.630,-0.400
2285611,0.620,-0.390
2285612,0.650,-0.355
2285613,0.670,-0.370
2285614,0.670,-0.395
2285615,0.655,-0.425
2285616,0.690,-0.410
2285617,0.695,-0.435
2285618,0.670,-0.420
2285619,0.645,-0.385
2285620,0.670,-0.400
2285621,0.680,-0.425
2285622,0.695,-0.435
2285623,0.710,-0.435
2285624,0.690,-0.440
2285625,0.660,-0.450
2285626,0.670,-0.470
2285627,0.670,-0.460
2285628,0.665,-0.450
2285629,0.655,-0.465
2285630,0.635,-0.485
2285631,0.640,-0.480
2285632,0.600,-0.475
2285633,0.590,-0.490
2285634,0.580,-0.495
2285635,0.540,-0.465
2285636,0.495,-0.470
2285637,0.490,-0.510
2285638,0.480,-0.490
2285639,0.475,-0.545
2285640,0.480,-0.565
2285641,0.450,-0.560
2285642,0.450,-0.565
2285643,0.470,-0.545
2285644,0.440,-0.550
2285645,0.475,-0.525
2285646,0.480,-0.535
2285647,0.490,-0.550
2285648,0.485,-0.540
2285649,0.485,-0.540
2285650,0.475,-0.550
2285651,0.450,-0.540
2285652,0.415,-0.530
2285653,0.410,-0.540
2285654,0.355,-0.540
2285655,0.280,-0.530
2285656,0.215,-0.500
2285657,0.220,-0.485
2285658,0.220,-0.445
2285659,0.225,-0.430
2285660,0.245,-0.400
2285661,0.260,-0.430
2285662,0.260,-0.425
2285663,0.315,-0.405
2285664,0.360,-0.385
2285665,0.350,-0.370
2285666,0.355,-0.375
2285667,0.360,-0.365
2285668,0.380,-0.370
2285669,0.385,-0.405
2285670,0.375,-0.370
2285671,0.395,-0.370
2285672,0.380,-0.370
2285673,0.340,-0.385
2285674,0.350,-0.415
2285675,0.330,-0.390
2285676,0.305,-0.380
2285677,0.330,-0.400
2285678,0.285,-0.455
2285679,0.270,-0.470
2285680,0.290,-0.455
2285681,0.245,-0.430
2285682,0.235,-0.435
2285683,0.235,-0.465
2285684,0.260,-0.465
2285685,0.310,-0.455
2285686,0.315,-0.470
2285687,0.270,-0.470
2285688,0.315,-0.430
2285689,0.300,-0.390
2285690,0.295,-0.300
2285691,0.335,-0.095
2285692,0.375,0.155
2285693,0.480,0.475
2285694,0.550,0.755
2285695,0.420,0.900
2285696,0.110,1.045
2285697,-0.400,1.235
2285698,-1.020,1.430
2285699,-1.605,1.560
2285700,-2.160,1.580
2285701,-2.500,1.565
2285702,-2.570,1.515
2285703,-2.450,1.435
2285704,-2.285,1.315
2285705,-2.145,1.210
2285706,-2.020,1.135
2285707,-1.865,1.005
2285708,-1.675,0.870
2285709,-1.505,0.800
2285710,-1.375,0.720
2285711,-1.245,0.685
2285712,-1.150,0.530
2285713,-1.035,0.145
2285714,-0.945,-0.325
2285715,-0.865,-0.675
2285716,-0.745,-0.865
2285717,-0.615,-0.955
2285718,-0.500,-0.950
2285719,-0.380,-0.840
2285720,-0.200,-0.770
2285721,-0.040,-0.740
2285722,0.095,-0.740
2285723,0.300,-0.725
2285724,0.490,-0.700
2285725,0.625,-0.725
2285726,0.685,-0.695
2285727,0.750,-0.645
2285728,0.775,-0.640
2285729,0.810,-0.650
2285730,0.830,-0.645
2285731,0.880,-0.675
2285732,0.895,-0.660
2285733,0.915,-0.660
2285734,0.920,-0.640
2285735,0.930,-0.650
2285736,0.955,-0.610
2285737,0.985,-0.580
2285738,0.990,-0.610
2285739,1.020,-0.595
2285740,1.070,-0.580
2285741,1.080,-0.550
2285742,1.060,-0.555
2285743,1.070,-0.565
2285744,1.140,-0.540
2285745,1.145,-0.505
2285746,1.170,-0.500
2285747,1.190,-0.500
2285748,1.205,-0.490
2285749,1.210,-0.460
2285750,1.240,-0.465
2285751,1.285,-0.480
2285752,1.280,-0.460
2285753,1.320,-0.475
2285754,1.335,-0.490
2285755,1.335,-0.520
2285756,1.340,-0.545
2285757,1.320,-0.540
2285758,1.280,-0.535
2285759,1.265,-0.510
2285760,1.245,-0.510
2285761,1.245,-0.480
2285762,1.255,-0.490
2285763,1.280,-0.470
2285764,1.235,-0.450
2285765,1.220,-0.440
2285766,1.195,-0.400
2285767,1.160,-0.365
2285768,1.125,-0.375
2285769,1.090,-0.355
2285770,1.035,-0.320
2285771,1.010,-0.295
2285772,0.950,-0.300
2285773,0.915,-0.290
2285774,0.870,-0.240
2285775,0.835,-0.255
2285776,0.800,-0.280
2285777,0.775,-0.300
2285778,0.750,-0.330
2285779,0.715,-0.340
2285780,0.655,-0.360
2285781,0.655,-0.345
2285782,0.595,-0.360
2285783,0.595,-0.400
2285784,0.555,-0.405
2285785,0.545,-0.395
2285786,0.545,-0.405
2285787,0.535,-0.405
2285788,0.520,-0.435
2285789,0.525,-0.435
2285790,0.530,-0.450
2285791,0.520,-0.460
2285792,0.505,-0.525
2285793,0.460,-0.540
2285794,0.435,-0.585
2285795,0.390,-0.580
2285796,0.340,-0.595
2285797,0.305,-0.575
2285798,0.310,-0.565
2285799,0.335,-0.595
2285800,0.335,-0.620
2285801,0.355,-0.610
2285802,0.350,-0.600
2285803,0.360,-0.595
2285804,0.380,-0.595
2285805,0.380,-0.600
2285806,0.370,-0.610
2285807,0.380,-0.625
2285808,0.380,-0.640
2285809,0.400,-0.650
2285810,0.390,-0.650
2285811,0.415,-0.655
2285812,0.485,-0.640
2285813,0.520,-0.625
2285814,0.575,-0.625
2285815,0.615,-0.625
2285816,0.640,-0.640
2285817,0.675,-0.650
2285818,0.710,-0.630
2285819,0.720,-0.625
2285820,0.705,-0.600
2285821,0.715,-0.600
2285822,0.725,-0.580
2285823,0.730,-0.575
2285824,0.770,-0.560
2285825,0.740,-0.540
2285826,0.755,-0.525
2285827,0.750,-0.535
2285828,0.775,-0.515
2285829,0.775,-0.510
2285830,0.785,-0.530
2285831,0.785,-0.575
2285832,0.770,-0.590
2285833,0.755,-0.580
2285834,0.755,-0.580
2285835,0.720,-0.570
2285836,0.715,-0.560
2285837,0.710,-0.560
2285838,0.670,-0.580
2285839,0.630,-0.605
2285840,0.630,-0.590
2285841,0.610,-0.590
2285842,0.600,-0.565
2285843,0.585,-0.565
2285844,0.565,-0.565
2285845,0.535,-0.565
2285846,0.530,-0.565
2285847,0.530,-0.570
2285848,0.515,-0.565
2285849,0.515,-0.570
2285850,0.510,-0.565
2285851,0.520,-0.560
2285852,0.515,-0.580
2285853,0.500,-0.560
2285854,0.520,-0.535
2285855,0.510,-0.530
2285856,0.505,-0.520
2285857,0.490,-0.430
2285858,0.530,-0.270
2285859,0.545,-0.040
2285860,0.605,0.280
2285861,0.690,0.680
2285862,0.620,0.945
2285863,0.420,1.145
2285864,0.020,1.335
2285865,-0.570,1.495
2285866,-1.155,1.640
2285867,-1.630,1.710
2285868,-2.120,1.650
2285869,-2.325,1.490
2285870,-2.260,1.355
2285871,-2.105,1.210
2285872,-1.920,1.050
2285873,-1.790,0.875
2285874,-1.685,0.715
2285875,-1.500,0.590
2285876,-1.305,0.515
2285877,-1.205,0.430
2285878,-1.060,0.350
2285879,-0.930,0.210
2285880,-0.800,-0.140
2285881,-0.715,-0.580
2285882,-0.615,-0.930
2285883,-0.470,-1.095
2285884,-0.350,-1.110
2285885,-0.220,-1.060
2285886,-0.085,-0.970
2285887,0.095,-0.900
2285888,0.290,-0.835
2285889,0.455,-0.805
2285890,0.590,-0.785
2285891,0.730,-0.810
2285892,0.805,-0.805
2285893,0.855,-0.805
2285894,0.880,-0.785
2285895,0.910,-0.785
2285896,0.915,-0.765
2285897,0.930,-0.765
2285898,0.965,-0.770
2285899,0.970,-0.750
2285900,0.960,-0.715
2285901,1.000,-0.730
2285902,1.030,-0.685
2285903,1.035,-0.675
2285904,1.050,-0.660
2285905,1.060,-0.635
2285906,1.090,-0.670
2285907,1.100,-0.690
2285908,1.130,-0.695
2285909,1.150,-0.680
2285910,1.140,-0.660
2285911,1.175,-0.680
2285912,1.215,-0.690
2285913,1.275,-0.690
2285914,1.320,-0.680
2285915,1.320,-0.700
2285916,1.340,-0.705
2285917,1.370,-0.705
2285918,1.390,-0.700
2285919,1.360,-0.700
2285920,1.405,-0.695
2285921,1.400,-0.660
2285922,1.400,-0.680
2285923,1.430,-0.665
2285924,1.450,-0.695
2285925,1.470,-0.675
2285926,1.475,-0.650
2285927,1.465,-0.630
2285928,1.420,-0.610
2285929,1.410,-0.575
2285930,1.395,-0.550
2285931,1.360,-0.525
2285932,1.315,-0.490
2285933,1.275,-0.465
2285934,1.245,-0.410
2285935,1.195,-0.370
2285936,1.180,-0.355
2285937,1.145,-0.370
2285938,1.090,-0.305
2285939,1.060,-0.315
2285940,1.000,-0.320
2285941,0.960,-0.325
2285942,0.935,-0.335
2285943,0.910,-0.305
2285944,0.880,-0.320
2285945,0.840,-0.370
2285946,0.840,-0.430
2285947,0.810,-0.440
2285948,0.805,-0.490
2285949,0.745,-0.490
2285950,0.730,-0.515
2285951,0.710,-0.510
2285952,0.725,-0.505
2285953,0.705,-0.510
2285954,0.680,-0.520
2285955,0.690,-0.530
2285956,0.665,-0.530
2285957,0.680,-0.525
2285958,0.680,-0.550
2285959,0.660,-0.560
2285960,0.635,-0.545
2285961,0.620,-0.565
2285962,0.610,-0.560
2285963,0.645,-0.560
2285964,0.630,-0.540
2285965,0.605,-0.540
2285966,0.610,-0.565
2285967,0.630,-0.575
2285968,0.625,-0.565
2285969,0.610,-0.580
2285970,0.610,-0.545
2285971,0.610,-0.580
2285972,0.605,-0.550
2285973,0.605,-0.565
2285974,0.585,-0.545
2285975,0.585,-0.560
2285976,0.580,-0.510
2285977,0.600,-0.535
2285978,0.610,-0.520
2285979,0.610,-0.530
2285980,0.615,-0.510
2285981,0.625,-0.505
2285982,0.620,-0.535
2285983,0.635,-0.560
2285984,0.635,-0.540
2285985,0.620,-0.530
2285986,0.610,-0.530
2285987,0.630,-0.555
2285988,0.620,-0.565
2285989,0.620,-0.540
2285990,0.615,-0.540
2285991,0.615,-0.550
2285992,0.600,-0.555
2285993,0.625,-0.535
2285994,0.630,-0.520
2285995,0.600,-0.505
2285996,0.605,-0.535
2285997,0.610,-0.515
2285998,0.605,-0.490
2285999,0.610,-0.505
2286000,0.585,-0.500
2286001,0.570,-0.490
2286002,0.590,-0.500
2286003,0.610,-0.475
2286004,0.595,-0.470
2286005,0.585,-0.480
2286006,0.580,-0.485
2286007,0.550,-0.475
2286008,0.565,-0.475
2286009,0.580,-0.480
2286010,0.565,-0.470
2286011,0.560,-0.480
2286012,0.560,-0.480
2286013,0.545,-0.495
2286014,0.570,-0.485
2286015,0.565,-0.480
2286016,0.565,-0.475
2286017,0.550,-0.540
2286018,0.590,-0.575
2286019,0.570,-0.565
2286020,0.580,-0.530
2286021,0.540,-0.535
2286022,0.525,-0.535
2286023,0.585,-0.540
2286024,0.605,-0.530
2286025,0.595,-0.540
2286026,0.620,-0.525
2286027,0.615,-0.515
2286028,0.595,-0.460
2286029,0.600,-0.460
2286030,0.630,-0.435
2286031,0.645,-0.415
2286032,0.635,-0.405
2286033,0.640,-0.460
2286034,0.640,-0.465
2286035,0.615,-0.460
2286036,0.610,-0.440
2286037,0.585,-0.455
2286038,0.565,-0.470
2286039,0.565,-0.460
2286040,0.560,-0.445
2286041,0.540,-0.460
2286042,0.545,-0.475
2286043,0.565,-0.460
2286044,0.565,-0.430
2286045,0.555,-0.450
2286046,0.540,-0.435
2286047,0.550,-0.445
2286048,0.550,-0.435
2286049,0.550,-0.420
2286050,0.555,-0.440
2286051,0.540,-0.415
2286052,0.510,-0.420
2286053,0.520,-0.460
2286054,0.485,-0.500
2286055,0.500,-0.540
2286056,0.485,-0.520
2286057,0.460,-0.495
2286058,0.475,-0.530
2286059,0.475,-0.545
2286060,0.495,-0.530
2286061,0.525,-0.530
2286062,0.520,-0.520
2286063,0.520,-0.525
2286064,0.505,-0.485
2286065,0.520,-0.460
2286066,0.510,-0.455
2286067,0.535,-0.430
2286068,0.545,-0.425
2286069,0.555,-0.420
2286070,0.575,-0.430
2286071,0.590,-0.440
2286072,0.625,-0.440
2286073,0.630,-0.420
