'sample interval','ECG1','ECG2'
187883,0.745,-0.445
187884,0.730,-0.420
187885,0.670,-0.370
187886,0.625,-0.330
187887,0.580,-0.320
187888,0.510,-0.290
187889,0.470,-0.310
187890,0.385,-0.295
187891,0.345,-0.260
187892,0.295,-0.290
187893,0.255,-0.300
187894,0.190,-0.300
187895,0.145,-0.305
187896,0.100,-0.310
187897,0.065,-0.325
187898,0.050,-0.340
187899,0.030,-0.320
187900,0.000,-0.330
187901,0.005,-0.350
187902,-0.025,-0.355
187903,-0.040,-0.340
187904,-0.045,-0.375
187905,-0.050,-0.375
187906,-0.050,-0.380
187907,-0.070,-0.385
187908,-0.085,-0.380
187909,-0.065,-0.395
187910,-0.070,-0.410
187911,-0.085,-0.395
187912,-0.080,-0.395
187913,-0.075,-0.395
187914,-0.070,-0.410
187915,-0.055,-0.395
187916,-0.045,-0.395
187917,-0.070,-0.425
187918,-0.040,-0.410
187919,-0.040,-0.410
187920,-0.035,-0.400
187921,-0.055,-0.430
187922,-0.060,-0.420
187923,-0.030,-0.410
187924,-0.040,-0.410
187925,-0.050,-0.425
187926,-0.045,-0.400
187927,-0.025,-0.395
187928,-0.050,-0.415
187929,-0.050,-0.430
187930,-0.050,-0.420
187931,-0.055,-0.415
187932,-0.040,-0.430
187933,-0.040,-0.435
187934,-0.035,-0.435
187935,-0.045,-0.435
187936,-0.060,-0.420
187937,-0.075,-0.425
187938,-0.070,-0.425
187939,-0.080,-0.415
187940,-0.080,-0.430
187941,-0.075,-0.430
187942,-0.070,-0.420
187943,-0.050,-0.400
187944,-0.060,-0.420
187945,-0.070,-0.410
187946,-0.080,-0.415
187947,-0.070,-0.395
187948,-0.065,-0.400
187949,-0.100,-0.440
187950,-0.080,-0.410
187951,-0.080,-0.395
187952,-0.075,-0.395
187953,-0.085,-0.425
187954,-0.100,-0.395
187955,-0.105,-0.390
187956,-0.100,-0.410
187957,-0.100,-0.410
187958,-0.090,-0.410
187959,-0.065,-0.395
187960,-0.080,-0.415
187961,-0.090,-0.400
187962,-0.100,-0.415
187963,-0.095,-0.410
187964,-0.105,-0.425
187965,-0.115,-0.410
187966,-0.100,-0.430
187967,-0.115,-0.405
187968,-0.135,-0.405
187969,-0.125,-0.415
187970,-0.135,-0.370
187971,-0.110,-0.340
187972,-0.125,-0.320
187973,-0.135,-0.290
187974,-0.100,-0.275
187975,-0.075,-0.250
187976,-0.045,-0.225
187977,-0.015,-0.210
187978,-0.005,-0.200
187979,0.030,-0.190
187980,0.045,-0.205
187981,0.060,-0.260
187982,0.045,-0.305
187983,0.015,-0.295
187984,-0.050,-0.335
187985,-0.095,-0.340
187986,-0.100,-0.360
187987,-0.125,-0.360
187988,-0.140,-0.370
187989,-0.160,-0.410
187990,-0.190,-0.430
187991,-0.180,-0.455
187992,-0.195,-0.480
187993,-0.185,-0.495
187994,-0.180,-0.470
187995,-0.175,-0.440
187996,-0.180,-0.480
187997,-0.180,-0.480
187998,-0.210,-0.480
187999,-0.180,-0.480
188000,-0.195,-0.485
188001,-0.210,-0.505
188002,-0.205,-0.475
188003,-0.200,-0.505
188004,-0.215,-0.490
188005,-0.215,-0.495
188006,-0.200,-0.490
188007,-0.205,-0.480
188008,-0.195,-0.465
188009,-0.190,-0.465
188010,-0.200,-0.485
188011,-0.205,-0.470
188012,-0.185,-0.475
188013,-0.205,-0.450
188014,-0.185,-0.435
188015,-0.195,-0.380
188016,-0.195,-0.255
188017,-0.185,-0.040
188018,-0.155,0.245
188019,-0.055,0.640
188020,-0.005,1.000
188021,-0.175,1.245
188022,-0.560,1.470
188023,-1.130,1.710
188024,-1.895,1.925
188025,-2.550,2.035
188026,-2.940,1.980
188027,-3.085,1.875
188028,-3.040,1.710
188029,-2.940,1.455
188030,-2.770,1.240
188031,-2.605,1.080
188032,-2.500,0.945
188033,-2.350,0.910
188034,-2.170,1.030
188035,-2.065,1.285
188036,-1.935,1.505
188037,-1.800,1.410
188038,-1.645,0.970
188039,-1.530,0.360
188040,-1.365,-0.160
188041,-1.230,-0.505
188042,-1.085,-0.675
188043,-0.915,-0.740
188044,-0.705,-0.770
188045,-0.520,-0.765
188046,-0.315,-0.710
188047,-0.165,-0.685
188048,0.010,-0.670
188049,0.130,-0.675
188050,0.225,-0.680
188051,0.270,-0.655
188052,0.325,-0.665
188053,0.335,-0.630
188054,0.355,-0.625
188055,0.385,-0.595
188056,0.405,-0.595
188057,0.415,-0.590
188058,0.435,-0.580
188059,0.455,-0.580
188060,0.460,-0.570
188061,0.465,-0.550
188062,0.470,-0.525
188063,0.495,-0.525
188064,0.510,-0.520
188065,0.505,-0.510
188066,0.520,-0.510
188067,0.575,-0.510
188068,0.545,-0.510
188069,0.560,-0.485
188070,0.575,-0.520
188071,0.620,-0.535
188072,0.640,-0.550
188073,0.655,-0.560
188074,0.720,-0.560
188075,0.730,-0.580
188076,0.745,-0.575
188077,0.755,-0.620
188078,0.800,-0.615
188079,0.815,-0.630
188080,0.850,-0.655
188081,0.860,-0.655
188082,0.890,-0.680
188083,0.915,-0.680
188084,0.905,-0.705
188085,0.920,-0.705
188086,0.915,-0.680
188087,0.905,-0.645
188088,0.905,-0.630
188089,0.895,-0.620
188090,0.890,-0.565
188091,0.860,-0.540
188092,0.815,-0.495
188093,0.750,-0.475
188094,0.725,-0.425
188095,0.685,-0.370
188096,0.620,-0.360
188097,0.590,-0.350
188098,0.535,-0.335
188099,0.480,-0.340
188100,0.430,-0.315
188101,0.360,-0.325
188102,0.330,-0.295
188103,0.275,-0.300
188104,0.235,-0.345
188105,0.190,-0.335
188106,0.150,-0.360
188107,0.115,-0.365
188108,0.075,-0.360
188109,0.035,-0.385
188110,0.030,-0.380
188111,0.015,-0.380
188112,0.005,-0.380
188113,-0.010,-0.410
188114,-0.025,-0.405
188115,-0.015,-0.390
188116,-0.010,-0.415
188117,-0.030,-0.425
188118,-0.040,-0.420
188119,-0.025,-0.420
188120,-0.040,-0.435
188121,-0.070,-0.425
188122,-0.060,-0.440
188123,-0.055,-0.420
188124,-0.045,-0.440
188125,-0.045,-0.465
188126,-0.055,-0.470
188127,-0.040,-0.445
188128,-0.040,-0.420
188129,-0.050,-0.445
188130,-0.040,-0.460
188131,-0.045,-0.475
188132,-0.040,-0.470
188133,-0.010,-0.470
188134,-0.030,-0.485
188135,-0.030,-0.470
188136,-0.040,-0.480
188137,-0.050,-0.485
188138,-0.035,-0.505
188139,-0.035,-0.475
188140,-0.050,-0.490
188141,-0.040,-0.475
188142,-0.030,-0.475
188143,-0.055,-0.475
188144,-0.040,-0.485
188145,-0.030,-0.490
188146,-0.050,-0.485
188147,-0.065,-0.495
188148,-0.070,-0.475
188149,-0.070,-0.485
188150,-0.095,-0.485
188151,-0.060,-0.500
188152,-0.075,-0.475
188153,-0.085,-0.485
188154,-0.100,-0.480
188155,-0.105,-0.460
188156,-0.080,-0.465
188157,-0.095,-0.450
188158,-0.110,-0.460
188159,-0.115,-0.475
188160,-0.090,-0.465
188161,-0.110,-0.470
188162,-0.120,-0.500
188163,-0.130,-0.465
188164,-0.100,-0.460
188165,-0.140,-0.450
188166,-0.135,-0.460
188167,-0.140,-0.450
188168,-0.115,-0.455
188169,-0.140,-0.435
188170,-0.120,-0.455
188171,-0.140,-0.460
188172,-0.130,-0.445
188173,-0.145,-0.445
188174,-0.130,-0.445
188175,-0.140,-0.445
188176,-0.130,-0.430
188177,-0.150,-0.430
188178,-0.155,-0.435
188179,-0.155,-0.465
188180,-0.165,-0.460
188181,-0.165,-0.425
188182,-0.140,-0.435
188183,-0.150,-0.415
188184,-0.145,-0.415
188185,-0.150,-0.415
188186,-0.145,-0.415
188187,-0.160,-0.390
188188,-0.140,-0.345
188189,-0.155,-0.315
188190,-0.135,-0.310
188191,-0.105,-0.300
188192,-0.080,-0.240
188193,-0.060,-0.225
188194,-0.030,-0.205
188195,0.000,-0.215
188196,0.020,-0.215
188197,0.025,-0.220
188198,0.030,-0.280
188199,0.015,-0.295
188200,-0.020,-0.295
188201,-0.040,-0.290
188202,-0.075,-0.340
188203,-0.110,-0.370
188204,-0.105,-0.370
188205,-0.110,-0.370
188206,-0.145,-0.400
188207,-0.160,-0.440
188208,-0.185,-0.470
188209,-0.180,-0.475
188210,-0.175,-0.475
188211,-0.175,-0.485
188212,-0.170,-0.460
188213,-0.180,-0.465
188214,-0.205,-0.470
188215,-0.175,-0.480
188216,-0.180,-0.490
188217,-0.210,-0.480
188218,-0.200,-0.470
188219,-0.205,-0.470
188220,-0.185,-0.495
188221,-0.200,-0.485
188222,-0.200,-0.480
188223,-0.200,-0.475
188224,-0.190,-0.490
188225,-0.185,-0.470
188226,-0.210,-0.460
188227,-0.180,-0.480
188228,-0.185,-0.495
188229,-0.185,-0.465
188230,-0.190,-0.460
188231,-0.200,-0.465
188232,-0.210,-0.430
188233,-0.220,-0.385
188234,-0.230,-0.260
188235,-0.200,-0.105
188236,-0.175,0.160
188237,-0.115,0.515
188238,-0.055,0.890
188239,-0.145,1.145
188240,-0.440,1.330
188241,-0.885,1.540
188242,-1.525,1.730
188243,-2.190,1.875
188244,-2.695,1.870
188245,-2.980,1.800
188246,-3.050,1.700
188247,-2.960,1.525
188248,-2.840,1.320
188249,-2.690,1.170
188250,-2.560,1.020
188251,-2.495,0.895
188252,-2.300,0.940
188253,-2.160,1.120
188254,-2.055,1.395
188255,-1.930,1.575
188256,-1.790,1.380
188257,-1.645,0.860
188258,-1.480,0.260
188259,-1.385,-0.200
188260,-1.235,-0.490
188261,-1.060,-0.640
188262,-0.900,-0.665
188263,-0.715,-0.675
188264,-0.545,-0.690
188265,-0.375,-0.685
188266,-0.170,-0.660
188267,-0.005,-0.610
188268,0.135,-0.640
188269,0.190,-0.635
188270,0.255,-0.620
188271,0.315,-0.605
188272,0.340,-0.595
188273,0.365,-0.590
188274,0.370,-0.575
188275,0.375,-0.560
188276,0.410,-0.555
188277,0.435,-0.555
188278,0.425,-0.545
188279,0.445,-0.525
188280,0.480,-0.525
188281,0.475,-0.530
188282,0.505,-0.520
188283,0.515,-0.520
188284,0.510,-0.525
188285,0.525,-0.525
188286,0.550,-0.525
188287,0.550,-0.515
188288,0.565,-0.525
188289,0.595,-0.520
188290,0.620,-0.540
188291,0.640,-0.545
188292,0.645,-0.560
188293,0.670,-0.565
188294,0.675,-0.590
188295,0.695,-0.600
188296,0.725,-0.610
188297,0.745,-0.620
188298,0.780,-0.640
188299,0.805,-0.660
188300,0.835,-0.660
188301,0.855,-0.680
188302,0.875,-0.685
188303,0.890,-0.715
188304,0.865,-0.695
188305,0.895,-0.685
188306,0.900,-0.700
188307,0.905,-0.680
188308,0.885,-0.660
188309,0.870,-0.630
188310,0.875,-0.605
188311,0.830,-0.545
188312,0.820,-0.510
188313,0.775,-0.485
188314,0.755,-0.440
188315,0.695,-0.425
188316,0.645,-0.370
188317,0.585,-0.340
188318,0.540,-0.330
188319,0.480,-0.325
188320,0.440,-0.305
188321,0.375,-0.315
188322,0.315,-0.325
188323,0.270,-0.320
188324,0.250,-0.310
188325,0.195,-0.335
188326,0.165,-0.330
188327,0.110,-0.335
188328,0.085,-0.365
188329,0.030,-0.360
188330,0.030,-0.345
188331,-0.015,-0.375
188332,0.005,-0.380
188333,-0.020,-0.365
188334,-0.020,-0.380
188335,-0.015,-0.390
188336,-0.040,-0.405
188337,-0.040,-0.395
188338,-0.050,-0.395
188339,-0.060,-0.400
188340,-0.050,-0.415
188341,-0.040,-0.395
188342,-0.070,-0.420
188343,-0.060,-0.410
188344,-0.050,-0.410
188345,-0.075,-0.415
188346,-0.070,-0.430
188347,-0.050,-0.425
188348,-0.035,-0.420
188349,-0.040,-0.430
188350,-0.025,-0.440
188351,-0.030,-0.445
188352,-0.035,-0.455
188353,-0.030,-0.435
188354,-0.010,-0.450
188355,-0.020,-0.450
188356,-0.005,-0.440
188357,-0.030,-0.460
188358,-0.020,-0.455
188359,-0.020,-0.470
188360,-0.035,-0.455
188361,-0.005,-0.470
188362,-0.025,-0.445
188363,0.000,-0.435
188364,-0.020,-0.435
188365,0.000,-0.455
188366,-0.005,-0.450
188367,-0.010,-0.460
188368,-0.020,-0.445
188369,-0.015,-0.440
188370,-0.025,-0.415
188371,-0.020,-0.430
188372,-0.015,-0.440
188373,0.000,-0.420
188374,-0.005,-0.425
188375,-0.005,-0.405
188376,-0.020,-0.445
188377,-0.005,-0.420
188378,-0.025,-0.415
188379,-0.035,-0.420
188380,-0.040,-0.420
188381,-0.025,-0.415
188382,-0.015,-0.425
188383,-0.025,-0.415
188384,-0.060,-0.420
188385,-0.020,-0.385
188386,-0.055,-0.395
188387,-0.055,-0.385
188388,-0.040,-0.415
188389,-0.055,-0.410
188390,-0.070,-0.400
188391,-0.040,-0.410
188392,-0.070,-0.400
188393,-0.050,-0.400
188394,-0.060,-0.410
188395,-0.070,-0.405
188396,-0.040,-0.405
188397,-0.065,-0.400
188398,-0.085,-0.395
188399,-0.070,-0.395
188400,-0.055,-0.375
188401,-0.065,-0.390
188402,-0.065,-0.385
188403,-0.080,-0.360
188404,-0.080,-0.320
188405,-0.080,-0.290
188406,-0.045,-0.275
188407,-0.050,-0.235
188408,-0.020,-0.215
188409,0.020,-0.210
188410,0.020,-0.185
188411,0.025,-0.175
188412,0.080,-0.135
188413,0.105,-0.180
188414,0.100,-0.210
188415,0.105,-0.235
188416,0.060,-0.225
188417,0.025,-0.245
188418,0.000,-0.285
188419,-0.030,-0.300
188420,-0.040,-0.295
188421,-0.060,-0.325
188422,-0.070,-0.355
188423,-0.110,-0.395
188424,-0.105,-0.420
188425,-0.120,-0.435
188426,-0.095,-0.440
188427,-0.105,-0.420
188428,-0.120,-0.435
188429,-0.135,-0.450
188430,-0.135,-0.430
188431,-0.110,-0.440
188432,-0.135,-0.430
188433,-0.160,-0.420
188434,-0.140,-0.425
188435,-0.155,-0.435
188436,-0.150,-0.415
188437,-0.135,-0.415
188438,-0.125,-0.440
188439,-0.135,-0.430
188440,-0.140,-0.445
188441,-0.125,-0.440
188442,-0.135,-0.435
188443,-0.140,-0.440
188444,-0.125,-0.425
188445,-0.120,-0.430
188446,-0.130,-0.405
188447,-0.125,-0.425
188448,-0.135,-0.395
188449,-0.115,-0.350
188450,-0.110,-0.280
188451,-0.115,-0.100
188452,-0.115,0.085
188453,-0.085,0.375
188454,0.000,0.675
188455,0.000,0.900
188456,-0.230,1.055
188457,-0.635,1.225
188458,-1.285,1.430
188459,-2.025,1.630
188460,-2.615,1.705
188461,-2.960,1.690
188462,-3.080,1.595
188463,-3.060,1.460
188464,-2.955,1.280
188465,-2.800,1.100
188466,-2.665,0.940
188467,-2.565,0.770
188468,-2.395,0.700
188469,-2.225,0.750
188470,-2.110,0.950
188471,-1.985,1.195
188472,-1.855,1.230
188473,-1.700,0.930
188474,-1.540,0.380
188475,-1.425,-0.195
188476,-1.315,-0.560
188477,-1.165,-0.730
188478,-1.020,-0.730
188479,-0.845,-0.720
188480,-0.640,-0.695
188481,-0.470,-0.675
188482,-0.270,-0.635
188483,-0.095,-0.590
188484,0.085,-0.585
188485,0.200,-0.570
188486,0.260,-0.560
188487,0.305,-0.535
188488,0.340,-0.545
188489,0.375,-0.545
188490,0.395,-0.535
188491,0.420,-0.510
188492,0.445,-0.515
188493,0.455,-0.505
188494,0.460,-0.485
188495,0.475,-0.470
188496,0.465,-0.475
188497,0.470,-0.485
188498,0.490,-0.470
188499,0.520,-0.465
188500,0.515,-0.465
188501,0.535,-0.475
188502,0.565,-0.455
188503,0.550,-0.460
188504,0.570,-0.465
188505,0.570,-0.485
188506,0.595,-0.470
188507,0.615,-0.470
188508,0.635,-0.510
188509,0.665,-0.510
188510,0.700,-0.510
188511,0.715,-0.530
188512,0.730,-0.550
188513,0.770,-0.560
188514,0.795,-0.555
188515,0.815,-0.575
188516,0.835,-0.575
188517,0.850,-0.610
188518,0.885,-0.610
188519,0.915,-0.620
188520,0.915,-0.635
188521,0.925,-0.630
188522,0.940,-0.610
188523,0.935,-0.610
188524,0.930,-0.590
188525,0.925,-0.590
188526,0.885,-0.555
188527,0.875,-0.510
188528,0.830,-0.480
188529,0.810,-0.445
188530,0.775,-0.395
188531,0.730,-0.360
188532,0.700,-0.335
188533,0.630,-0.320
188534,0.570,-0.300
188535,0.515,-0.275
188536,0.465,-0.260
188537,0.415,-0.290
188538,0.320,-0.295
188539,0.300,-0.260
188540,0.250,-0.295
188541,0.205,-0.295
188542,0.145,-0.330
188543,0.110,-0.345
188544,0.070,-0.320
188545,0.065,-0.335
188546,0.040,-0.365
188547,0.020,-0.350
188548,0.010,-0.340
188549,-0.010,-0.370
188550,-0.015,-0.365
188551,-0.030,-0.375
188552,-0.020,-0.350
188553,-0.025,-0.390
188554,-0.030,-0.385
188555,-0.040,-0.380
188556,-0.040,-0.380
188557,-0.040,-0.390
188558,-0.035,-0.400
188559,-0.065,-0.415
188560,-0.045,-0.415
188561,-0.055,-0.430
188562,-0.050,-0.440
188563,-0.055,-0.450
188564,-0.030,-0.425
188565,-0.030,-0.425
188566,-0.025,-0.420
188567,-0.055,-0.415
188568,-0.055,-0.425
188569,-0.035,-0.420
188570,-0.040,-0.440
188571,-0.040,-0.420
188572,-0.035,-0.430
188573,-0.030,-0.425
188574,-0.030,-0.435
188575,-0.050,-0.455
188576,-0.045,-0.435
188577,-0.035,-0.415
188578,-0.045,-0.425
188579,-0.055,-0.460
188580,-0.045,-0.445
188581,-0.055,-0.460
188582,-0.055,-0.455
188583,-0.045,-0.425
188584,-0.055,-0.415
188585,-0.055,-0.420
188586,-0.060,-0.445
188587,-0.040,-0.430
188588,-0.040,-0.425
188589,-0.070,-0.435
188590,-0.085,-0.415
188591,-0.095,-0.420
188592,-0.070,-0.410
188593,-0.070,-0.415
188594,-0.070,-0.410
188595,-0.070,-0.415
188596,-0.070,-0.405
188597,-0.060,-0.415
188598,-0.080,-0.430
188599,-0.085,-0.430
188600,-0.060,-0.410
188601,-0.080,-0.395
188602,-0.050,-0.415
188603,-0.055,-0.410
188604,-0.050,-0.405
188605,-0.065,-0.400
188606,-0.055,-0.380
188607,-0.075,-0.385
188608,-0.100,-0.380
188609,-0.075,-0.370
188610,-0.075,-0.375
188611,-0.075,-0.395
188612,-0.090,-0.375
188613,-0.100,-0.360
188614,-0.075,-0.375
188615,-0.070,-0.375
188616,-0.090,-0.355
188617,-0.070,-0.325
188618,-0.080,-0.285
188619,-0.065,-0.260
188620,-0.080,-0.230
188621,-0.045,-0.230
188622,-0.015,-0.195
188623,0.010,-0.180
188624,0.045,-0.135
188625,0.060,-0.135
188626,0.095,-0.160
188627,0.085,-0.180
188628,0.110,-0.225
188629,0.075,-0.240
188630,0.040,-0.260
188631,0.000,-0.255
188632,-0.030,-0.285
188633,-0.050,-0.305
188634,-0.045,-0.310
188635,-0.090,-0.320
188636,-0.140,-0.350
188637,-0.125,-0.380
188638,-0.125,-0.440
188639,-0.095,-0.415
188640,-0.095,-0.430
188641,-0.110,-0.425
188642,-0.125,-0.445
188643,-0.140,-0.420
188644,-0.150,-0.435
188645,-0.135,-0.430
188646,-0.145,-0.430
188647,-0.125,-0.425
188648,-0.140,-0.415
188649,-0.145,-0.410
188650,-0.135,-0.420
188651,-0.150,-0.430
188652,-0.145,-0.420
188653,-0.165,-0.420
188654,-0.155,-0.430
188655,-0.185,-0.410
188656,-0.145,-0.420
188657,-0.170,-0.410
188658,-0.170,-0.420
188659,-0.145,-0.400
188660,-0.140,-0.385
188661,-0.155,-0.360
188662,-0.170,-0.305
188663,-0.145,-0.160
188664,-0.155,0.035
188665,-0.090,0.355
188666,0.005,0.725
188667,0.025,1.035
188668,-0.190,1.220
188669,-0.595,1.400
188670,-1.255,1.610
188671,-2.030,1.815
188672,-2.650,1.870
188673,-2.985,1.810
188674,-3.100,1.660
188675,-3.035,1.465
188676,-2.895,1.250
188677,-2.725,1.080
188678,-2.615,0.905
188679,-2.505,0.780
188680,-2.335,0.775
188681,-2.175,0.940
188682,-2.055,1.205
188683,-1.960,1.370
188684,-1.810,1.210
188685,-1.665,0.730
188686,-1.530,0.120
188687,-1.355,-0.320
188688,-1.200,-0.575
188689,-1.055,-0.675
188690,-0.870,-0.685
188691,-0.680,-0.690
188692,-0.505,-0.650
188693,-0.280,-0.585
188694,-0.105,-0.555
188695,0.035,-0.535
188696,0.155,-0.550
188697,0.230,-0.545
188698,0.285,-0.535
188699,0.325,-0.505
188700,0.340,-0.515
188701,0.350,-0.470
188702,0.375,-0.490
188703,0.395,-0.460
188704,0.420,-0.450
188705,0.410,-0.430
188706,0.410,-0.445
188707,0.420,-0.440
188708,0.450,-0.445
188709,0.425,-0.415
188710,0.440,-0.415
188711,0.455,-0.395
188712,0.465,-0.385
188713,0.475,-0.390
188714,0.495,-0.390
188715,0.510,-0.390
188716,0.525,-0.390
188717,0.560,-0.425
188718,0.570,-0.440
188719,0.590,-0.435
188720,0.635,-0.440
188721,0.650,-0.470
188722,0.700,-0.490
188723,0.715,-0.495
188724,0.725,-0.535
188725,0.740,-0.540
188726,0.760,-0.570
188727,0.810,-0.570
188728,0.825,-0.580
188729,0.820,-0.600
188730,0.850,-0.610
188731,0.850,-0.575
188732,0.850,-0.575
188733,0.855,-0.565
188734,0.835,-0.560
188735,0.830,-0.520
188736,0.810,-0.485
188737,0.790,-0.445
188738,0.735,-0.400
188739,0.690,-0.365
188740,0.655,-0.340
188741,0.600,-0.310
188742,0.530,-0.265
188743,0.485,-0.265
188744,0.440,-0.280
188745,0.400,-0.265
188746,0.315,-0.240
188747,0.250,-0.245
188748,0.200,-0.270
188749,0.145,-0.295
188750,0.095,-0.295
188751,0.070,-0.310
188752,0.035,-0.315
188753,0.000,-0.325
188754,-0.060,-0.330
188755,-0.065,-0.340
188756,-0.085,-0.350
188757,-0.100,-0.365
188758,-0.105,-0.355
188759,-0.115,-0.360
188760,-0.135,-0.365
188761,-0.140,-0.360
188762,-0.130,-0.365
188763,-0.175,-0.385
188764,-0.140,-0.385
188765,-0.160,-0.380
188766,-0.160,-0.385
188767,-0.155,-0.395
188768,-0.155,-0.415
188769,-0.145,-0.420
188770,-0.175,-0.420
188771,-0.155,-0.420
188772,-0.145,-0.435
188773,-0.135,-0.425
188774,-0.145,-0.410
188775,-0.140,-0.450
188776,-0.120,-0.455
188777,-0.145,-0.440
188778,-0.135,-0.420
188779,-0.140,-0.430
188780,-0.160,-0.455
188781,-0.145,-0.465
188782,-0.115,-0.455
188783,-0.125,-0.440
188784,-0.135,-0.470
188785,-0.125,-0.475
188786,-0.130,-0.460
188787,-0.135,-0.475
188788,-0.125,-0.475
188789,-0.120,-0.475
188790,-0.125,-0.460
188791,-0.140,-0.470
188792,-0.165,-0.460
188793,-0.145,-0.470
188794,-0.135,-0.455
188795,-0.155,-0.465
188796,-0.145,-0.475
188797,-0.155,-0.460
188798,-0.150,-0.445
188799,-0.180,-0.440
188800,-0.165,-0.465
188801,-0.170,-0.470
188802,-0.180,-0.455
188803,-0.160,-0.470
188804,-0.205,-0.435
188805,-0.205,-0.440
188806,-0.195,-0.430
188807,-0.185,-0.455
188808,-0.195,-0.455
188809,-0.185,-0.435
188810,-0.180,-0.445
188811,-0.185,-0.405
188812,-0.165,-0.435
188813,-0.210,-0.425
188814,-0.190,-0.435
188815,-0.220,-0.430
188816,-0.210,-0.440
188817,-0.210,-0.430
188818,-0.210,-0.430
188819,-0.205,-0.440
188820,-0.215,-0.430
188821,-0.225,-0.420
188822,-0.220,-0.435
188823,-0.225,-0.435
188824,-0.220,-0.430
188825,-0.215,-0.415
188826,-0.225,-0.380
188827,-0.240,-0.345
188828,-0.205,-0.300
188829,-0.210,-0.295
188830,-0.180,-0.265
188831,-0.160,-0.250
188832,-0.140,-0.240
188833,-0.125,-0.205
188834,-0.080,-0.200
188835,-0.045,-0.200
188836,-0.045,-0.225
188837,-0.040,-0.265
188838,-0.075,-0.280
188839,-0.120,-0.285
188840,-0.150,-0.305
188841,-0.160,-0.340
188842,-0.195,-0.350
188843,-0.195,-0.350
188844,-0.225,-0.355
188845,-0.245,-0.380
188846,-0.290,-0.420
188847,-0.280,-0.445
188848,-0.280,-0.450
188849,-0.255,-0.440
188850,-0.265,-0.435
188851,-0.280,-0.455
188852,-0.295,-0.470
188853,-0.270,-0.450
188854,-0.285,-0.435
188855,-0.285,-0.465
188856,-0.300,-0.465
188857,-0.290,-0.440
188858,-0.265,-0.445
188859,-0.270,-0.430
188860,-0.250,-0.420
188861,-0.270,-0.430
188862,-0.270,-0.430
188863,-0.270,-0.455
188864,-0.270,-0.420
188865,-0.275,-0.435
188866,-0.270,-0.430
188867,-0.275,-0.425
188868,-0.270,-0.395
188869,-0.265,-0.395
188870,-0.260,-0.340
188871,-0.245,-0.260
188872,-0.265,-0.085
188873,-0.225,0.180
188874,-0.180,0.570
188875,-0.070,0.985
188876,-0.160,1.305
188877,-0.475,1.530
188878,-0.970,1.775
188879,-1.660,2.010
188880,-2.380,2.170
188881,-2.870,2.135
188882,-3.120,2.040
188883,-3.115,1.860
188884,-3.000,1.640
188885,-2.830,1.425
188886,-2.650,1.280
188887,-2.560,1.140
188888,-2.420,1.040
188889,-2.245,1.110
188890,-2.135,1.300
188891,-2.010,1.585
188892,-1.885,1.690
188893,-1.745,1.380
188894,-1.610,0.825
188895,-1.475,0.205
188896,-1.350,-0.255
188897,-1.190,-0.515
188898,-1.030,-0.630
188899,-0.850,-0.680
188900,-0.650,-0.670
188901,-0.435,-0.620
188902,-0.250,-0.620
188903,-0.080,-0.590
188904,0.050,-0.615
188905,0.135,-0.590
188906,0.225,-0.625
188907,0.240,-0.605
188908,0.275,-0.595
188909,0.310,-0.540
188910,0.320,-0.550
188911,0.330,-0.555
188912,0.315,-0.555
188913,0.340,-0.535
188914,0.370,-0.505
188915,0.370,-0.515
188916,0.395,-0.505
188917,0.380,-0.495
188918,0.390,-0.495
188919,0.395,-0.475
188920,0.425,-0.475
188921,0.440,-0.455
188922,0.450,-0.460
188923,0.465,-0.475
188924,0.495,-0.480
188925,0.500,-0.470
188926,0.520,-0.485
188927,0.525,-0.520
188928,0.580,-0.535
188929,0.600,-0.535
188930,0.605,-0.560
188931,0.640,-0.580
188932,0.670,-0.575
188933,0.695,-0.590
188934,0.760,-0.630
188935,0.745,-0.615
188936,0.765,-0.640
188937,0.780,-0.640
188938,0.795,-0.655
188939,0.810,-0.635
188940,0.810,-0.625
188941,0.800,-0.600
188942,0.785,-0.575
188943,0.770,-0.570
188944,0.765,-0.520
188945,0.730,-0.475
188946,0.695,-0.455
188947,0.650,-0.410
188948,0.605,-0.370
188949,0.560,-0.330
188950,0.510,-0.295
188951,0.460,-0.255
188952,0.420,-0.255
188953,0.355,-0.265
188954,0.315,-0.270
188955,0.245,-0.240
188956,0.190,-0.240
188957,0.150,-0.255
188958,0.105,-0.280
188959,0.090,-0.285
188960,0.015,-0.300
188961,0.000,-0.285
188962,-0.050,-0.295
188963,-0.065,-0.305
188964,-0.055,-0.315
188965,-0.100,-0.295
188966,-0.135,-0.300
188967,-0.140,-0.330
188968,-0.140,-0.320
188969,-0.140,-0.340
188970,-0.140,-0.355
188971,-0.160,-0.345
188972,-0.140,-0.345
188973,-0.150,-0.360
188974,-0.145,-0.360
188975,-0.140,-0.355
188976,-0.145,-0.360
188977,-0.170,-0.375
188978,-0.160,-0.385
188979,-0.160,-0.380
188980,-0.160,-0.360
188981,-0.160,-0.385
188982,-0.135,-0.395
188983,-0.145,-0.395
188984,-0.150,-0.400
188985,-0.175,-0.395
188986,-0.150,-0.415
188987,-0.160,-0.405
188988,-0.140,-0.400
188989,-0.140,-0.420
188990,-0.160,-0.445
188991,-0.160,-0.430
188992,-0.165,-0.435
188993,-0.150,-0.425
188994,-0.160,-0.435
